FIRMA;GRUPPE;HR;FRACHTBRIEF;STATUS;ERF_ART;DATUM;ABSENDER;ABS_NAME;ABS_STRASSE;ABS_LAND;ABS_PLZ;ABS_ORT;ABW_LAD;ABS_BEM;EMPFAENGER;EMPF_NAME;EMPF_STRASSE;EMPF_LAND;EMPF_PLZ;EMPF_ORT;ABW_ENTL;EMPF_BEM;ABL_STELLE;ZEICHEN;ANZAHL1;VERP1;ANZAHL2;VERP2;PAL_KLASSE;LG;PAL_BUH;INHALT;BRUTTO;TARA;LM;LMJ;RM;LAGERO;UNR;GGVS;IMO;ADR;HL_BEREICH;HL_UNTERN;HLU_NAME;HL_REISE;HL_DATUM;HL_LKW;VL_BEREICH;VL_UNTERN;VLU_NAME;VL_REISE;VL_DATUM;VL_LKW;FRANKATUR;TRART;ID
1;VW;H;8761273;A;AVI;13.06.2013;165779;Symanzik GmbH & Co. KG;Am Tie 12;D;49086;Osnabrück;;Schueller,Johann | 49-4921-86-3814 | johann1.schueller/volkswagen.de;515001;Volkswagen AG;Niedersachsenstraße;D;26723;Emden;;;50122;2;1;001006;;;;;;;0;1;0;0;0,023;;;;;;FV;603513;;226;13.06.2013;WOB-NC534;NV;;;;13.06.2013;;01;GSV;4803
1;VW;H;8761273;A;AVI;13.06.2013;165779;Symanzik GmbH & Co. KG;Am Tie 12;D;49086;Osnabrück;;Schueller,Johann | 49-4921-86-3814 | johann1.schueller/volkswagen.de;515001;Volkswagen AG;Niedersachsenstraße;D;26723;Emden;;;50122;2;1;001006;;;0;;;;0;1;0;0;0,023;;;;;;FV;603513;;226;13.06.2013;WOB-NC534;NV;;;;13.06.2013;;01;GSV;4804
1;VW;H;8761273;A;AVI;13.06.2013;165779;Symanzik GmbH & Co. KG;Am Tie 12;D;49086;Osnabrück;;Schueller,Johann | 49-4921-86-3814 | johann1.schueller/volkswagen.de;515001;Volkswagen AG;Niedersachsenstraße;D;26723;Emden;;;50122;3;1;VW0012;;;;;;;0;1;0,17;0,17;0,198;;;;;;FV;603513;;226;13.06.2013;WOB-NC534;NV;;;;13.06.2013;;01;GSV;4805
1;VW;H;8761273;A;AVI;13.06.2013;165779;Symanzik GmbH & Co. KG;Am Tie 12;D;49086;Osnabrück;;Schueller,Johann | 49-4921-86-3814 | johann1.schueller/volkswagen.de;515001;Volkswagen AG;Niedersachsenstraße;D;26723;Emden;;;50122;3;30;004280;;;;;;;0;1;0;0;0,99;;;;;;FV;603513;;226;13.06.2013;WOB-NC534;NV;;;;13.06.2013;;01;GSV;4806
1;VW;H;8761273;A;AVI;13.06.2013;165779;Symanzik GmbH & Co. KG;Am Tie 12;D;49086;Osnabrück;;Schueller,Johann | 49-4921-86-3814 | johann1.schueller/volkswagen.de;515001;Volkswagen AG;Niedersachsenstraße;D;26723;Emden;;;50122;4;1;001210;;;;;;;0;1;0;0;0,053;;;;;;FV;603513;;226;13.06.2013;WOB-NC534;NV;;;;13.06.2013;;01;GSV;4807
1;VW;H;8753461;;AVI;13.06.2013;511001;Volkswagen AG;;D;38440;Wolfsburg;;TA-Nr.: 30002432 / 16:00 h / Halle 103;100568;Radsystem GmbH;Jädekamp 30;D;30419;Hannover;;;1;1;1;LDG;;;0;;;AUTOMOBILTEILE;20000;1;0;13,6;0;;;;;;FV;600310;;083;13.06.2013;GF-VE92;NV;;;;13.06.2013;;03;GSL;4808
1;VW;H;8753461;;AVI;13.06.2013;511001;Volkswagen AG;;D;38440;Wolfsburg;;TA-Nr.: 30002432 / 16:00 h / Halle 103;100568;Radsystem GmbH;Jädekamp 30;D;30419;Hannover;;;1;1;1;LDG;;;0;;;AUTOMOBILTEILE;20000;1;0;13,6;0;;;;;;FV;600310;;083;13.06.2013;GF-VE92;NV;;;;13.06.2013;;03;GSL;4809
1;VW;H;8761436;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560040;SESE Heibron SEAT Martorell (49);Dieselstraße 12;D;74078;Heilbronn;;;1;501051;2;111902;;;;;;;187;122;0,25;0,25;0,62;;;;;;FV;606056;;057;13.06.2013;EOU967;NV;600862;;052;12.06.2013;VEC-FU430;03;VG;4810
1;VW;H;8761439;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;570083;Volkswagen Sachsen GmbH;Kauffahrtei 47;D;09120;Chemnitz;;;P05S1;20536;10;0001PAL;;;;;;Automobilteile;77;10;2,1;2,1;4,8;;;;;;FV;600006;;038;13.06.2013;Z-WT310;NV;600862;;052;12.06.2013;VEC-FU430;03;VG;4811
1;VW;H;8762030;;FBR;11.06.2013;157510;Volkswagen Original Teile;Am Stammgleis 6;D;22844;Norderstedt;;;560043;SESE Heilbronn VW Navarra (42);Dieselstraße 12;D;74078;Heilbronn;;;08-CC;7081;1;G00815;;;;;;;80;40;0,84;0,84;0,765;;;;;;FV;606056;;057;13.06.2013;EOU967;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4812
1;VW;H;8762031;;FBR;11.06.2013;157510;Volkswagen Original Teile;Am Stammgleis 6;D;22844;Norderstedt;;;512001;Volkswagen AG;;D;30419;Hannover;;;20100;7082;1;G00809;;;;;;;120;80;1,32;1,32;2,124;;;;;;FV;600003;;025;13.06.2013;GS-HT121;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4813
1;VW;H;8762032;;FBR;11.06.2013;157510;Volkswagen Original Teile;Am Stammgleis 6;D;22844;Norderstedt;;;514147;VW Autoeuropa;Harzweg 10;D;34225;Baunatal;;;Y0200;7083;1;G00809;;;;;;;150;80;1,32;1,32;2,124;;;;;;FV;605840;;082;13.06.2013;WOB-S1413;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4814
1;VW;H;8747394;;FBR;05.06.2013;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;100452;Magna Intern. Stanztechnik GmbH;Peiner Str. 151-155;D;38229;Salzgitter;;;1;8747394;8;111822;;;;;;;776;776;1;0,8;4,992;;;;;;FV;602281;;132;13.06.2013;Z-M796;NV;600892;;091;05.06.2013;PK420CB;90;GSL;4815
1;VW;H;8762061;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362101;2;DB0011;;;;;;;820;50;0,42;0,42;0,288;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4816
1;VW;H;8762061;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362101;;;2;0015SCH;;;;;;2;0;;1,728;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4817
1;VW;H;8762064;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;00100;362096;1;DB0011;;;;;;;290;25;0,42;0,42;0,144;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4818
1;VW;H;8762064;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;00100;362096;;;1;0015SCH;;;;;;1;0;;0,864;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4819
1;VW;H;8762067;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362097;1;DB0011;;;;;;;990;25;0,42;0,42;0,144;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4820
1;VW;H;8762067;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362097;;;1;0015SCH;;;;;;1;0;;0,864;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4821
1;VW;H;8762074;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362098;1;0001PAL;;;;;;;110;1;0,42;0,42;0,48;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4822
1;VW;H;8762077;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362125;1;DB0011;;;;;;;210;25;0,42;0,42;0,144;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4823
1;VW;H;8762077;;FBR;11.06.2013;101623;Wolpers Technik GmbH;Oststraße 138;D;22844;Norderstedt;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;6627;362125;;;1;0015SCH;;;;;;1;0;;0,864;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4824
1;VW;H;8762086;;FBR;11.06.2013;153995;Jama Kunststoffverarbeitung;Gallhorner Flatt 4;D;29640;Schneverdingen;;;560043;SESE Heilbronn VW Navarra (42);Dieselstraße 12;D;74078;Heilbronn;;;08-PA;934112;21;VW0012;;;;;;;2961;1008;3,57;3,57;4,158;;;;;;FV;700001;Rudolph & Söhne Logistik;058;13.06.2013;BS-F471;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4825
1;VW;H;8762086;;FBR;11.06.2013;153995;Jama Kunststoffverarbeitung;Gallhorner Flatt 4;D;29640;Schneverdingen;;;560043;SESE Heilbronn VW Navarra (42);Dieselstraße 12;D;74078;Heilbronn;;;08-PA;934112;;;21;001210;;;;;;147;0;;1,113;;;;;;FV;700001;Rudolph & Söhne Logistik;058;13.06.2013;BS-F471;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4826
1;VW;H;8762086;;FBR;11.06.2013;153995;Jama Kunststoffverarbeitung;Gallhorner Flatt 4;D;29640;Schneverdingen;;;560043;SESE Heilbronn VW Navarra (42);Dieselstraße 12;D;74078;Heilbronn;;;08-PA;934112;;;315;006280;;;;;;945;0;;20,79;;;;;;FV;700001;Rudolph & Söhne Logistik;058;13.06.2013;BS-F471;NV;605840;;061;11.06.2013;WOB-H1475;01;GSV;4827
1;VW;H;8762399;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;42079422;1;VW0012;;;;;;;556;48;0,17;0,17;0,198;;;;;;FV;604972;;112;13.06.2013;LST815;NV;600862;;103;12.06.2013;GS-HT450;01;GSV;4828
1;VW;H;8762399;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;42079422;;;1;001210;;;;;;7;0;;0,053;;;;;;FV;604972;;112;13.06.2013;LST815;NV;600862;;103;12.06.2013;GS-HT450;01;GSV;4829
1;VW;H;8762399;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;42079422;;;30;004280;;;;;;51;0;;0,99;;;;;;FV;604972;;112;13.06.2013;LST815;NV;600862;;103;12.06.2013;GS-HT450;01;GSV;4830
1;VW;H;8765192;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;570095;Schnellecke Logistics CKD (GC);1. Hafenstr. 13;D;21079;Hamburg;;;806M7;51666715;1;DB0011;;;;;;Automobilteile;62;25;0,42;0,42;0,144;;;;;;FV;603513;;076;13.06.2013;WOB-NC568;NV;600047;;075;11.06.2013;FG7145A;03;VG;4831
1;VW;H;8765192;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;570095;Schnellecke Logistics CKD (GC);1. Hafenstr. 13;D;21079;Hamburg;;;806M7;51666715;;;8;0006SCH;;;;Automobilteile;;8;0;;1;;;;;;FV;603513;;076;13.06.2013;WOB-NC568;NV;600047;;075;11.06.2013;FG7145A;03;VG;4832
1;VW;H;8765092;X;FBR;12.06.2013;165209;Harbort GmbH & Co KG;Südring 28-30;D;29640;Schneverdingen;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;134480;1;VW0012;;;;;;;199;48;0,17;0,17;0,198;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;605840;;066;12.06.2013;GF-RS2067;01;GSV;4833
1;VW;H;8765092;X;FBR;12.06.2013;165209;Harbort GmbH & Co KG;Südring 28-30;D;29640;Schneverdingen;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;134480;;;1;001210;;;;;;7;0;;0,053;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;605840;;066;12.06.2013;GF-RS2067;01;GSV;4834
1;VW;H;8765092;X;FBR;12.06.2013;165209;Harbort GmbH & Co KG;Südring 28-30;D;29640;Schneverdingen;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;134480;;;15;006280;;;;;;45;0;;0,99;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;605840;;066;12.06.2013;GF-RS2067;01;GSV;4835
1;VW;H;8765092;X;FBR;12.06.2013;165209;Harbort GmbH & Co KG;Südring 28-30;D;29640;Schneverdingen;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;134480;1;DB0011;;;;;;;;25;0,42;0,42;0,144;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;605840;;066;12.06.2013;GF-RS2067;01;GSV;4836
1;VW;H;8765092;X;FBR;12.06.2013;165209;Harbort GmbH & Co KG;Südring 28-30;D;29640;Schneverdingen;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;134480;;;10;004280;;;;;;17;0;;0,33;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;605840;;066;12.06.2013;GF-RS2067;01;GSV;4837
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272255;1;VW0012;;;;;;Automobilteile;520;48;0,17;0,17;0,198;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4838
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272255;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4839
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272255;;;15;006280;;;;Automobilteile;;45;0;;0,99;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4840
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272256;1;VW0012;;;;;;Automobilteile;;48;0,17;0,17;0,198;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4841
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272256;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4842
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272256;;;15;006280;;;;Automobilteile;;45;0;;0,99;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4843
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272257;1;VW0012;;;;;;Automobilteile;;48;0,17;0,17;0,198;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4844
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272257;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4845
1;VW;H;8765368;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;272257;;;15;006280;;;;Automobilteile;;45;0;;0,99;;;;;;FV;600310;;084;13.06.2013;GF-VE128;NV;600047;;075;11.06.2013;FG7145A;03;GSV;4846
1;VW;H;8765375;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;514042;Volkswagen AG Thyssen-Henschelhalle;Wolfhager Str. 109;D;34127;Kassel;;;KOK21;75057700;5;114845;;;;;;;668;490;0,7;0,7;5;;;;;;FV;605840;;082;13.06.2013;WOB-S1413;NV;600047;;075;11.06.2013;FG7145A;01;GSV;4847
1;VW;H;8765392;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;514023;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;KOK50;75057701;1;114845;;;;;;;231;98;0,14;0,14;1;;;;;;FV;605179;;111;13.06.2013;EIC-FS213;NV;600047;;075;11.06.2013;FG7145A;01;GSV;4848
1;VW;H;8765394;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;S2908;432507;2;VW0012;;;;;;Automobilteile;611;96;0,34;0,34;0,396;;;;;;FV;605840;;074;13.06.2013;WOB-H1414;NV;600047;;075;11.06.2013;FG7145A;01;GSV;4849
1;VW;H;8765394;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;S2908;432507;;;2;001210;;;;Automobilteile;;14;0;;0,106;;;;;;FV;605840;;074;13.06.2013;WOB-H1414;NV;600047;;075;11.06.2013;FG7145A;01;GSV;4850
1;VW;H;8765394;;FBR;11.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;S2908;432507;;;60;006147;;;;Automobilteile;;114;0;;2,1;;;;;;FV;605840;;074;13.06.2013;WOB-H1414;NV;600047;;075;11.06.2013;FG7145A;01;GSV;4851
1;VW;H;8768625;;FBR;10.06.2013;511017;Auto 5000 GmbH;Heinrich-Nordhoff-Str.;D;38440;Wolfsburg;;;153995;Jama Kunststoffverarbeitung;Gallhorner Flatt 4;D;29640;Schneverdingen;;;1;112163;8;111940;;;;;;;1016;1016;0,568;1,04;3,072;;;;;;FV;700001;Rudolph & Söhne Logistik;343;13.06.2013;M1033;NV;600310;;040;12.06.2013;GF-VE113;90;GSL;4852
1;VW;H;8768870;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102547;Dichtungstechnik G.Bruss;Schultwiete12;D;22955;Hoisdorf;;;1;056769;1;VW0012;;;;;;;48;48;0,17;0,17;0,198;;;;;;FV;605529;;031;13.06.2013;SL-KJ361;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4853
1;VW;H;8768870;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102547;Dichtungstechnik G.Bruss;Schultwiete12;D;22955;Hoisdorf;;;1;056769;;;1;001210;;;;;7;7;0;;0,053;;;;;;FV;605529;;031;13.06.2013;SL-KJ361;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4854
1;VW;H;8768870;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102547;Dichtungstechnik G.Bruss;Schultwiete12;D;22955;Hoisdorf;;;1;056769;;;60;003147;;;;;60;60;0;;0,54;;;;;;FV;605529;;031;13.06.2013;SL-KJ361;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4855
1;VW;H;8768874;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;1;056771;11;VW0012;;;;;;;528;528;1,87;1,87;2,178;;;;;;FV;605840;;329;13.06.2013;GF-RS2020;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4856
1;VW;H;8768874;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;1;056771;;;11;001210;;;;;77;77;0;;0,583;;;;;;FV;605840;;329;13.06.2013;GF-RS2020;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4857
1;VW;H;8768874;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;1;056771;;;570;003147;;;;;570;570;0;;5,13;;;;;;FV;605840;;329;13.06.2013;GF-RS2020;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4858
1;VW;H;8768874;;FBR;12.06.2013;564001;Schnellecke Logistics CKD (BC);Amerikaring 2;D;27580;Bremerhaven;;;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;1;056771;;;90;003147;;;;;90;90;0;;0,81;;;;;;FV;605840;;329;13.06.2013;GF-RS2020;NV;603513;;086;12.06.2013;WOB-NC530;90;GSL;4859
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4860
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4861
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4862
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4863
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4864
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4865
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4866
1;VW;H;8769314;;FBR;13.06.2013;183888;Saarpor Klaus Eckhardt GmbH;Krummeg 3-7;D;66539;Neunkirchen;;Jumbo-Gliederzug;185023;IAC Group GmbH;Schultheiß-Seeber-Str. 14;D;74177;Bad Friedrichshall;;;1;1;93;EWP;;;0;;;Automobilteile;3570;2325;2,325;1,86;13,392;;;;;;FV;604930;;321;13.06.2013;EN-K101;NV;;;;13.06.2013;;01;RDF;4867
